ST_CASE,STATE,FATAL_COUNT
270358,27,1
270359,27,1
270360,27,1
270361,27,1
270362,27,1
270363,27,1
270364,27,1
270365,27,1
270366,27,1
270367,27,1
270368,27,1
270369,27,1
270370,27,1
270371,27,1
270372,27,1
270373,27,1
270374,27,1
270375,27,>2
270376,27,1
270377,27,1
270378,27,1
270379,27,1
270380,27,1
270381,27,1
270382,27,1
280001,28,1
280002,28,1
280003,28,1
280004,28,1
280005,28,2
280006,28,1
280007,28,1
280008,28,1
280009,28,1
280010,28,1
280011,28,1
280012,28,1
280013,28,1
280014,28,1
280015,28,1
280016,28,1
280017,28,1
280018,28,1
280019,28,1
280020,28,1
280021,28,1
280022,28,1
280023,28,1
280024,28,1
280025,28,1
280026,28,1
280027,28,1
280028,28,1
280029,28,1
280030,28,1
280031,28,1
280032,28,1
280033,28,1
280034,28,1
280035,28,2
280036,28,1
280037,28,2
280038,28,1
280039,28,1
280040,28,1
280041,28,>2
280042,28,1
280043,28,2
280044,28,1
280045,28,1
280046,28,2
280047,28,1
280048,28,1
280049,28,1
280050,28,1
280051,28,2
280052,28,1
280053,28,1
280054,28,1
280055,28,1
280056,28,1
280057,28,1
280058,28,1
280059,28,1
280060,28,1
280061,28,1
280062,28,1
280063,28,2
280064,28,1
280065,28,1
280066,28,2
280067,28,2
280068,28,1
280069,28,1
280070,28,1
280071,28,1
280072,28,1
280073,28,1
280074,28,1
280075,28,1
280076,28,1
280077,28,1
280078,28,1
280079,28,>2
280080,28,2
280081,28,1
280082,28,1
280083,28,1
280084,28,1
280085,28,1
280086,28,1
280087,28,1
280088,28,1
280089,28,1
280090,28,1
280091,28,1
280092,28,1
280093,28,1
280094,28,1
280095,28,2
280096,28,2
280097,28,1
280098,28,1
280099,28,1
280100,28,1
280101,28,1
280102,28,1
280103,28,1
280104,28,1
280105,28,1
280106,28,1
280107,28,2
280108,28,1
280109,28,1
280110,28,1
280111,28,1
280112,28,1
280113,28,1
280114,28,1
280115,28,1
280116,28,1
280117,28,1
280118,28,1
280119,28,1
280120,28,1
280121,28,1
280122,28,1
280123,28,1
280124,28,1
280125,28,1
280126,28,1
280127,28,2
280128,28,1
280129,28,2
280130,28,1
280131,28,1
280132,28,1
280133,28,1
280134,28,1
280135,28,1
280136,28,1
280137,28,1
280138,28,1
280139,28,1
280140,28,1
280141,28,>2
280142,28,1
280143,28,1
280144,28,1
280145,28,1
280146,28,1
280147,28,1
280148,28,1
280149,28,1
280150,28,1
280151,28,1
280152,28,1
280153,28,1
280154,28,1
280155,28,1
280156,28,1
280157,28,1
280158,28,1
280159,28,1
280160,28,1
280161,28,1
280162,28,>2
280163,28,1
280165,28,1
280166,28,1
280167,28,1
280168,28,1
280169,28,1
280170,28,1
280171,28,1
280172,28,1
280173,28,1
280174,28,1
280175,28,2
280176,28,1
280177,28,2
280178,28,1
280179,28,1
280180,28,1
280181,28,>2
280182,28,1
280183,28,1
280184,28,>2
280185,28,1
280186,28,1
280187,28,1
280188,28,1
280189,28,1
280190,28,1
280191,28,1
280192,28,1
280193,28,1
280194,28,1
280195,28,1
280196,28,1
280197,28,1
280198,28,1
280199,28,2
280200,28,>2
280201,28,1
280202,28,1
280203,28,1
280204,28,1
280205,28,1
280206,28,1
280207,28,1
280208,28,1
280209,28,1
280210,28,1
280211,28,1
280212,28,1
280213,28,1
280214,28,1
280215,28,1
280216,28,1
280217,28,1
280218,28,1
280219,28,1
280220,28,1
280221,28,1
280222,28,1
280223,28,1
280224,28,2
280225,28,1
280226,28,1
280227,28,1
280228,28,1
280229,28,1
280230,28,1
280231,28,1
280232,28,1
280233,28,1
280234,28,1
280235,28,1
280236,28,1
280237,28,1
280238,28,1
280239,28,1
280240,28,1
280241,28,1
280242,28,1
280243,28,2
280244,28,1
280245,28,1
280246,28,2
280247,28,1
280248,28,1
280249,28,1
280250,28,1
280251,28,1
280252,28,1
280253,28,1
280254,28,1
280255,28,1
280256,28,1
280257,28,1
280258,28,1
280259,28,1
280260,28,1
280261,28,1
280262,28,1
280263,28,1
280264,28,1
280265,28,2
280266,28,1
280267,28,1
280268,28,1
280269,28,1
280270,28,1
280271,28,1
280272,28,1
280273,28,1
280274,28,1
280275,28,1
280276,28,1
280277,28,1
280278,28,1
280279,28,1
280280,28,1
280281,28,1
280282,28,2
280283,28,1
280284,28,1
280285,28,1
280286,28,2
280287,28,1
280288,28,1
280289,28,1
280290,28,1
280291,28,1
280292,28,2
280293,28,1
280294,28,1
280295,28,1
280296,28,1
280297,28,1
280298,28,1
280299,28,1
280300,28,1
280301,28,1
280302,28,1
280303,28,1
280304,28,1
280305,28,1
280306,28,1
280307,28,1
280308,28,1
280309,28,1
280310,28,1
280311,28,1
280312,28,1
280313,28,1
280314,28,1
280315,28,1
280316,28,1
280317,28,1
280318,28,1
280319,28,1
280320,28,1
280321,28,1
280322,28,1
280323,28,1
280324,28,1
280325,28,1
280326,28,1
280327,28,2
280328,28,1
280329,28,1
280330,28,1
280331,28,1
280332,28,1
280333,28,1
280334,28,1
280335,28,>2
280336,28,1
280337,28,1
280338,28,1
280339,28,1
280340,28,1
280341,28,2
280342,28,1
280343,28,1
280344,28,2
280345,28,1
280346,28,1
280347,28,1
280348,28,1
280349,28,2
280350,28,1
280351,28,1
280352,28,1
280353,28,1
280354,28,1
280355,28,2
280356,28,1
280357,28,1
280358,28,1
280359,28,1
280360,28,1
280361,28,1
280362,28,1
280363,28,1
280364,28,1
280365,28,1
280366,28,1
280367,28,1
280368,28,1
280369,28,1
280370,28,1
280371,28,1
280372,28,1
280373,28,1
280374,28,1
280375,28,1
280376,28,1
280377,28,1
280378,28,1
280379,28,1
280380,28,1
280381,28,1
280382,28,1
280383,28,1
280384,28,2
280385,28,1
280386,28,1
280387,28,1
280388,28,1
280389,28,1
280390,28,1
280391,28,1
280392,28,1
280393,28,1
280394,28,1
280395,28,1
280396,28,1
280397,28,2
280398,28,1
280399,28,1
280400,28,1
280401,28,1
280402,28,1
280403,28,1
280404,28,1
280405,28,1
280406,28,2
280407,28,1
280408,28,1
280409,28,1
280410,28,1
280411,28,1
280412,28,1
280413,28,1
280414,28,1
280415,28,1
280416,28,1
280417,28,1
280418,28,1
280419,28,2
280420,28,1
280421,28,1
280422,28,1
280423,28,1
280424,28,2
280425,28,1
280426,28,1
280427,28,1
280428,28,1
280429,28,2
280430,28,1
280431,28,1
280432,28,2
280433,28,1
280434,28,1
280435,28,2
280436,28,1
280437,28,1
280438,28,1
280439,28,1
280440,28,1
280441,28,1
280442,28,1
280443,28,1
280444,28,1
280445,28,1
280446,28,1
280447,28,1
280448,28,1
280449,28,1
280450,28,1
280451,28,1
280452,28,2
280453,28,1
280454,28,1
280455,28,1
280456,28,1
280457,28,1
280458,28,1
280459,28,1
280460,28,1
280461,28,1
280462,28,1
280463,28,1
280464,28,1
280465,28,1
280466,28,1
280467,28,1
280468,28,1
280469,28,1
280470,28,1
280471,28,>2
280472,28,1
280473,28,1
280474,28,2
280475,28,1
280476,28,1
280477,28,1
280478,28,1
280479,28,1
280480,28,1
280481,28,1
280482,28,1
280483,28,1
280484,28,1
280485,28,1
280486,28,1
280487,28,2
280488,28,2
280489,28,1
280490,28,1
280491,28,1
280492,28,1
280493,28,1
280494,28,1
280495,28,1
280496,28,1
280497,28,2
280498,28,2
280499,28,1
280500,28,>2
280501,28,1
280502,28,1
280503,28,2
280504,28,1
280505,28,1
280506,28,1
280507,28,1
280508,28,1
280509,28,1
280510,28,1
280511,28,1
280512,28,1
280513,28,1
280514,28,1
280515,28,2
280516,28,1
280517,28,1
280518,28,1
280519,28,1
280520,28,1
280521,28,1
280522,28,1
280523,28,1
280524,28,1
280525,28,1
280526,28,1
280527,28,1
280528,28,1
280529,28,1
280530,28,1
280531,28,1
280532,28,1
280533,28,1
280534,28,1
280535,28,1
280536,28,1
280537,28,1
280538,28,1
280539,28,1
280540,28,1
280541,28,1
280542,28,1
280543,28,1
280544,28,1
280545,28,1
280546,28,2
280547,28,1
280548,28,1
280549,28,1
280550,28,1
280551,28,1
280552,28,1
280553,28,1
280554,28,1
280555,28,1
280556,28,2
280557,28,1
280558,28,1
280559,28,1
280560,28,1
280561,28,1
280562,28,1
280563,28,1
280564,28,1
280565,28,1
280566,28,2
280567,28,1
280568,28,2
280569,28,1
280570,28,1
280571,28,1
280572,28,2
280573,28,1
280574,28,1
280575,28,1
280577,28,1
280578,28,1
280579,28,1
280580,28,1
280581,28,1
280582,28,1
280583,28,1
280584,28,1
280585,28,1
280586,28,1
280587,28,1
280588,28,1
280589,28,1
280590,28,1
280591,28,1
280592,28,1
280593,28,1
280594,28,1
280595,28,1
280596,28,1
280597,28,1
280598,28,1
280599,28,1
280600,28,1
280601,28,1
280602,28,1
280603,28,1
280604,28,1
280605,28,1
280606,28,1
290001,29,1
290002,29,1
290003,29,2
290004,29,1
290005,29,1
290006,29,1
290007,29,1
290008,29,1
290009,29,1
290010,29,1
290011,29,1
290012,29,1
290013,29,1
290014,29,1
290015,29,2
290016,29,1
290017,29,1
290018,29,1
290019,29,1
290020,29,1
290021,29,1
290022,29,1
290023,29,1
290024,29,1
290025,29,1
290026,29,1
290027,29,1
290028,29,1
290029,29,1
290030,29,1
290031,29,1
290032,29,1
290033,29,1
290034,29,1
290035,29,1
290036,29,1
290037,29,1
290038,29,1
290039,29,1
290040,29,1
290041,29,2
290042,29,1
290043,29,1
290044,29,1
290046,29,1
290047,29,1
290048,29,1
290049,29,1
290050,29,1
290051,29,1
290052,29,1
290053,29,1
290054,29,1
290055,29,1
290056,29,1
290057,29,1
290058,29,2
290059,29,1
290060,29,1
290061,29,1
290062,29,1
290063,29,1
290064,29,1
290065,29,1
290066,29,1
290067,29,1
290068,29,1
290069,29,1
290070,29,1
290071,29,1
290072,29,1
290073,29,1
290074,29,1
290075,29,1
290076,29,1
290077,29,1
290078,29,1
290079,29,1
290080,29,1
290081,29,1
290082,29,1
290083,29,1
290084,29,2
290085,29,1
290086,29,1
290087,29,1
290088,29,1
290089,29,1
290091,29,1
290092,29,2
290093,29,1
290094,29,1
290096,29,1
290097,29,1
290099,29,1
290100,29,1
290101,29,1
290102,29,1
290103,29,1
290104,29,1
290105,29,1
290106,29,1
290107,29,2
290108,29,1
290109,29,1
290110,29,1
290111,29,1
290112,29,1
290113,29,1
290114,29,1
290115,29,1
290116,29,1
290117,29,1
290118,29,1
290119,29,1
290120,29,1
290121,29,1
290122,29,1
290123,29,1
290124,29,1
290125,29,1
290126,29,1
290127,29,1
290128,29,1
290129,29,1
290130,29,2
290131,29,1
290132,29,1
290133,29,1
290134,29,2
290135,29,1
290136,29,1
290137,29,2
290138,29,2
290139,29,1
290140,29,1
290141,29,1
290142,29,1
290143,29,1
290144,29,1
290145,29,1
290146,29,1
290147,29,1
290148,29,1
290149,29,1
290151,29,1
290152,29,2
290153,29,1
290154,29,1
290155,29,1
290156,29,1
290157,29,1
290158,29,1
290159,29,1
290160,29,1
290162,29,2
290163,29,1
290164,29,1
290165,29,1
290166,29,1
290167,29,1
290168,29,1
290169,29,1
290170,29,1
290171,29,1
290172,29,1
290173,29,1
290174,29,1
290175,29,1
290176,29,1
290177,29,1
290178,29,1
290179,29,1
290180,29,1
290181,29,1
290182,29,1
290183,29,1
290184,29,1
290185,29,1
290186,29,1
290187,29,1
290188,29,1
290189,29,1
290190,29,1
290191,29,1
290192,29,1
290193,29,1
290194,29,1
290195,29,1
290196,29,1
290197,29,1
290198,29,1
290199,29,1
290200,29,1
290201,29,1
290202,29,1
290203,29,1
290204,29,1
290205,29,1
290206,29,1
290207,29,1
290208,29,1
290209,29,1
290210,29,1
290211,29,1
290212,29,1
290213,29,1
290214,29,1
290215,29,1
290216,29,1
290217,29,1
290218,29,1
290219,29,1
290220,29,1
290221,29,1
290222,29,1
290223,29,1
290224,29,1
290225,29,2
290226,29,1
290227,29,1
290228,29,1
290229,29,1
290230,29,1
290231,29,1
290232,29,1
290233,29,1
290234,29,1
290235,29,1
290236,29,1
290237,29,1
290238,29,1
290239,29,2
290240,29,2
290241,29,1
290242,29,1
290243,29,1
290244,29,1
290245,29,1
290246,29,1
290247,29,1
290248,29,1
290249,29,1
290250,29,1
290251,29,1
290252,29,1
290253,29,1
290254,29,1
290255,29,2
290256,29,1
290257,29,1
290258,29,1
290259,29,1
290260,29,1
290261,29,1
290262,29,1
290263,29,1
290264,29,1
290265,29,1
290266,29,1
290267,29,2
290268,29,1
290269,29,1
290270,29,1
290271,29,1
290272,29,1
290273,29,1
290274,29,2
290275,29,1
290276,29,1
290277,29,1
290278,29,1
290279,29,1
290280,29,1
290281,29,1
290282,29,1
290283,29,1
290284,29,1
290285,29,1
290286,29,1
290287,29,1
290288,29,1
290289,29,1
290290,29,1
290291,29,1
290292,29,1
290293,29,1
290294,29,1
290295,29,1
290296,29,1
290297,29,1
290298,29,1
290299,29,1
290300,29,1
290301,29,1
290302,29,1
290304,29,1
290305,29,1
290306,29,1
290307,29,1
290308,29,1
290309,29,1
290311,29,1
290312,29,1
290313,29,1
290314,29,1
290315,29,1
290317,29,1
290318,29,1
290320,29,1
290321,29,1
290322,29,1
290323,29,1
290324,29,1
290325,29,1
290326,29,1
290327,29,1
290328,29,1
290329,29,1
290330,29,1
290332,29,1
290333,29,1
290334,29,1
290335,29,1
290336,29,1
290337,29,1
290338,29,1
290339,29,1
290341,29,2
290342,29,1
290343,29,1
290344,29,1
290345,29,1
290346,29,1
290347,29,1
290348,29,1
290349,29,1
290350,29,1
290351,29,1
290352,29,1
290353,29,1
290354,29,2
290355,29,1
290356,29,1
290357,29,1
290358,29,1
290359,29,1
290360,29,1
290361,29,1
290362,29,1
290363,29,1
290364,29,1
290365,29,1
290366,29,1
290367,29,1
290368,29,1
290369,29,1
290370,29,1
290371,29,1
290372,29,1
290373,29,1
290374,29,1
290375,29,1
290376,29,1
290377,29,1
290378,29,1
290379,29,1
290380,29,1
290381,29,1
290382,29,2
290383,29,1
290384,29,1
290385,29,1
290386,29,1
290387,29,1
290388,29,1
290389,29,1
290390,29,1
290391,29,1
290392,29,2
290393,29,1
290394,29,1
290395,29,1
290396,29,1
290397,29,1
290398,29,1
290399,29,1
290400,29,1
290401,29,1
290402,29,1
290403,29,1
290404,29,1
290405,29,1
290406,29,2
290407,29,1
290408,29,1
290409,29,1
290410,29,1
290411,29,1
290412,29,1
290413,29,1
290414,29,1
290415,29,>2
290416,29,1
290417,29,1
290418,29,1
290419,29,1
290420,29,1
290421,29,1
290422,29,1
290423,29,1
290424,29,1
290425,29,1
290426,29,1
290427,29,1
290428,29,1
290429,29,1
290430,29,1
290431,29,1
290432,29,1
290433,29,1
290434,29,1
290435,29,1
290436,29,1
290437,29,1
290438,29,1
290439,29,1
290440,29,1
290441,29,1
290442,29,1
290443,29,1
290444,29,1
290445,29,1
290446,29,1
290447,29,1
290448,29,1
290449,29,1
290450,29,1
290451,29,1
290452,29,1
290453,29,1
290454,29,1
290455,29,1
290456,29,>2
290457,29,1
290458,29,1
290459,29,1
290460,29,2
290461,29,1
290462,29,1
290463,29,1
290464,29,1
290465,29,1
290466,29,1
290467,29,1
290468,29,1
290469,29,1
290470,29,1
290471,29,1
290472,29,2
290473,29,1
290474,29,1
290475,29,1
290476,29,1
290477,29,2
290478,29,1
290479,29,1
290480,29,1
290481,29,1
290482,29,1
290483,29,1
290484,29,1
290485,29,2
290486,29,1
290487,29,1
290488,29,2
290489,29,1
290491,29,1
290492,29,1
290493,29,1
290494,29,1
290495,29,1
290496,29,1
290497,29,1
290498,29,1
290499,29,2
290500,29,1
290502,29,1
290503,29,1
290504,29,1
290505,29,1
290506,29,1
290507,29,1
290508,29,2
290509,29,1
290510,29,1
290511,29,1
290512,29,1
290513,29,1
290514,29,1
290515,29,1
290516,29,1
290517,29,1
290518,29,1
290519,29,1
290520,29,1
290521,29,1
290522,29,1
290523,29,1
290524,29,1
290525,29,1
290526,29,1
290527,29,1
290528,29,1
290529,29,1
290530,29,1
290531,29,1
290532,29,1
290533,29,1
290534,29,1
290535,29,1
290536,29,1
290537,29,2
290538,29,1
290539,29,1
290540,29,1
290541,29,1
290542,29,1
290543,29,1
290545,29,1
290546,29,1
290547,29,1
290548,29,1
290549,29,1
290550,29,1
290551,29,1
290552,29,1
290553,29,1
290554,29,1
290555,29,1
290556,29,1
290557,29,1
290558,29,2
290559,29,1
290560,29,1
290561,29,2
290562,29,1
290563,29,1
290564,29,1
290565,29,1
290566,29,1
290567,29,1
290568,29,1
290569,29,1
290570,29,1
290572,29,1
290573,29,1
290574,29,1
290575,29,1
290576,29,1
290577,29,1
290578,29,1
290579,29,1
290581,29,1
290582,29,1
290583,29,1
290584,29,1
290586,29,1
290587,29,1
290588,29,1
290589,29,1
290590,29,1
290591,29,1
290592,29,1
290593,29,1
290594,29,1
290595,29,1
290596,29,1
290597,29,1
290598,29,1
290599,29,1
290600,29,1
290601,29,2
290602,29,1
290603,29,2
290604,29,1
290605,29,1
290606,29,1
290607,29,1
290608,29,1
290609,29,1
290610,29,1
290611,29,1
290612,29,1
290613,29,1
290614,29,1
290615,29,1
290616,29,1
290617,29,1
290618,29,2
290619,29,>2
290620,29,1
290621,29,1
290622,29,1
290623,29,1
290624,29,1
290625,29,2
290626,29,2
290627,29,1
290628,29,1
290629,29,1
290630,29,1
290631,29,2
290633,29,1
290634,29,1
290635,29,1
290636,29,1
290637,29,1
290638,29,1
290639,29,1
290640,29,1
290641,29,1
290642,29,1
290643,29,2
290644,29,1
290645,29,1
290646,29,1
290647,29,1
290648,29,1
290649,29,1
290650,29,1
290651,29,1
290652,29,2
290653,29,1
290654,29,1
290655,29,1
290656,29,1
290657,29,1
290658,29,2
290659,29,1
290660,29,1
290661,29,1
290662,29,>2
290663,29,1
290664,29,2
290665,29,1
290666,29,1
290667,29,1
290668,29,1
290669,29,1
290670,29,1
290672,29,2
290673,29,1
290674,29,1
290675,29,1
290676,29,1
290677,29,1
290678,29,1
290679,29,1
290680,29,1
290681,29,1
290682,29,1
290683,29,1
290684,29,1
290685,29,1
290686,29,1
290687,29,1
290688,29,1
290689,29,1
290690,29,2
290691,29,1
290692,29,1
290694,29,1
290695,29,1
290696,29,1
290697,29,1
290698,29,1
290699,29,1
290700,29,1
290701,29,2
290702,29,1
290703,29,1
290704,29,1
290705,29,1
290706,29,1
290707,29,1
290709,29,1
290710,29,2
290711,29,1
290712,29,1
290713,29,1
290714,29,1
290715,29,1
290716,29,1
290717,29,1
290718,29,1
290719,29,1
290720,29,1
290721,29,1
290722,29,1
290723,29,1
290724,29,1
290725,29,1
290726,29,1
290727,29,1
290729,29,1
290730,29,1
290731,29,1
290732,29,1
290734,29,1
290735,29,>2
290736,29,1
290737,29,1
290738,29,1
290739,29,1
290740,29,1
290741,29,1
290742,29,1
290743,29,1
290744,29,1
290745,29,1
290746,29,1
290747,29,1
290748,29,1
290749,29,1
290750,29,1
290751,29,1
290752,29,1
290753,29,1
290754,29,1
290755,29,1
290756,29,1
290757,29,1
290758,29,1
290759,29,1
290760,29,1
290761,29,1
290762,29,1
290763,29,1
290764,29,>2
290765,29,1
290766,29,1
290767,29,1
290768,29,2
290769,29,1
290770,29,1
290771,29,1
290772,29,1
290773,29,2
290774,29,1
290775,29,1
290776,29,2
290777,29,1
290778,29,1
290779,29,1
290780,29,1
290781,29,1
290782,29,1
290783,29,1
290784,29,1
290785,29,1
290786,29,1
290787,29,1
290788,29,1
290789,29,1
290790,29,1
290791,29,1
290792,29,2
290793,29,1
290795,29,1
290796,29,1
290797,29,1
290798,29,1
290799,29,1
290800,29,1
290801,29,1
290802,29,1
290803,29,1
290804,29,1
290805,29,1
290806,29,1
290807,29,1
290808,29,2
290809,29,1
290810,29,1
290811,29,1
290812,29,1
290813,29,1
290814,29,1
290815,29,1
290816,29,1
290817,29,1
290818,29,1
290819,29,1
290820,29,1
290821,29,1
290822,29,1
290823,29,1
290824,29,1
290825,29,1
290826,29,1
290827,29,1
300001,30,1
300002,30,1
300003,30,1
300004,30,1
300005,30,1
300006,30,1
300007,30,1
300008,30,1
300009,30,1
300010,30,1
300011,30,1
300012,30,1
300013,30,1
300014,30,1
300015,30,1
300016,30,1
300017,30,1
300018,30,1
300019,30,1
300020,30,1
300021,30,1
300022,30,2
300023,30,1
300024,30,1
300025,30,1
300026,30,1
300027,30,1
300028,30,1
300029,30,1
300030,30,1
300031,30,1
300032,30,1
300033,30,1
300034,30,1
300035,30,1
300036,30,1
300037,30,1
300038,30,1
300039,30,1
300040,30,1
300041,30,1
300042,30,1
300043,30,1
300044,30,1
300045,30,1
300046,30,1
300047,30,1
300048,30,1
300049,30,>2
300050,30,1
300051,30,1
300052,30,1
300053,30,1
300054,30,1
300055,30,1
300056,30,1
300057,30,1
300058,30,2
300059,30,1
300060,30,2
300061,30,1
300062,30,1
300063,30,1
300064,30,1
300065,30,1
300066,30,2
300067,30,1
300068,30,1
300069,30,1
300070,30,>2
300071,30,1
300072,30,1
300073,30,1
300074,30,1
300075,30,1
300076,30,1
300077,30,1
300078,30,1
300079,30,1
300080,30,1
300081,30,1
300082,30,1
300083,30,1
300084,30,1
300085,30,1
300086,30,1
300087,30,1
300088,30,1
300089,30,1
300090,30,1
300091,30,1
300092,30,1
300093,30,1
300094,30,1
300095,30,1
300096,30,1
300097,30,1
300098,30,1
300099,30,1
300100,30,1
300101,30,1
300102,30,1
300103,30,1
300104,30,1
300105,30,1
300106,30,1
300107,30,1
300108,30,1
300109,30,1
300110,30,1
300111,30,1
300112,30,1
300113,30,2
300114,30,1
300115,30,1
300116,30,1
300117,30,1
300118,30,1
300119,30,1
300120,30,1
300121,30,1
300122,30,2
300123,30,1
300124,30,1
300125,30,1
300126,30,1
300127,30,>2
300128,30,1
300129,30,2
300130,30,1
300131,30,1
300132,30,1
300133,30,1
300134,30,1
300135,30,1
300136,30,1
300137,30,1
300138,30,2
300139,30,1
300140,30,1
300141,30,>2
300142,30,1
300143,30,1
300144,30,1
300145,30,1
300146,30,1
300147,30,1
300148,30,>2
300149,30,1
300150,30,1
300151,30,1
300152,30,1
300153,30,1
300154,30,1
300155,30,1
300156,30,1
300157,30,1
300158,30,1
300159,30,1
300160,30,1
300161,30,1
300162,30,1
300163,30,1
300164,30,1
300165,30,1
300166,30,1
300167,30,1
300168,30,1
300169,30,1
300170,30,1
300171,30,1
300172,30,1
300173,30,1
300174,30,1
300175,30,2
300176,30,1
300177,30,1
300178,30,1
300179,30,1
300180,30,1
300181,30,1
300182,30,1
300183,30,1
300184,30,1
300185,30,1
300186,30,1
300187,30,1
300188,30,1
300189,30,1
300190,30,1
300191,30,1
300192,30,2
300193,30,1
300194,30,1
300195,30,1
300196,30,1
300197,30,1
300198,30,1
300199,30,1
300200,30,1
300201,30,1
300202,30,1
300203,30,1
300204,30,1
310001,31,1
310002,31,1
310003,31,1
310004,31,1
310005,31,1
310006,31,1
310007,31,1
310008,31,1
310009,31,1
310010,31,1
310011,31,1
310012,31,1
310013,31,1
310014,31,1
310015,31,1
310016,31,1
310017,31,1
310018,31,1
310019,31,1
310020,31,1
310021,31,1
310022,31,1
310023,31,1
310024,31,1
310025,31,1
310026,31,>2
310027,31,1
310028,31,1
310029,31,1
310030,31,1
310031,31,1
310032,31,1
310033,31,1
310034,31,1
310035,31,1
310036,31,1
310037,31,1
310038,31,1
310039,31,1
310040,31,2
310041,31,1
310042,31,1
310043,31,1
310044,31,1
310045,31,1
310046,31,1
310047,31,1
310048,31,1
310049,31,1
310050,31,1
310051,31,1
310053,31,1
310054,31,1
310055,31,1
310056,31,1
310057,31,1
310058,31,1
310059,31,1
310060,31,1
310061,31,1
310062,31,1
310063,31,1
310064,31,1
310065,31,1
310066,31,1
310067,31,1
310068,31,1
310069,31,1
310070,31,1
310071,31,1
310072,31,1
310073,31,1
310074,31,1
310075,31,2
310076,31,1
310077,31,1
310078,31,1
310079,31,1
310080,31,1
310081,31,1
310082,31,1
310083,31,2
310084,31,2
310085,31,1
310086,31,1
310087,31,1
310088,31,1
310089,31,1
310090,31,>2
310091,31,1
310092,31,2
310093,31,2
310094,31,1
310095,31,1
310096,31,1
310097,31,1
310098,31,1
310099,31,1
310100,31,1
310101,31,1
310102,31,2
310103,31,1
310104,31,1
310105,31,1
310106,31,1
310107,31,2
310108,31,1
310109,31,1
310110,31,1
310111,31,1
310112,31,1
310113,31,1
310114,31,1
310115,31,1
310116,31,1
310117,31,1
310118,31,1
310119,31,1
310120,31,1
310121,31,1
310122,31,1
310123,31,1
310124,31,1
310125,31,1
310126,31,1
310127,31,1
310128,31,1
310129,31,1
310130,31,1
310131,31,1
310132,31,1
310133,31,1
310134,31,1
310135,31,1
310136,31,1
310137,31,2
310138,31,1
310139,31,1
310140,31,1
310141,31,1
310142,31,1
310143,31,1
310144,31,1
310145,31,1
310146,31,1
310147,31,1
310148,31,1
310149,31,1
310150,31,1
310151,31,1
310152,31,2
310153,31,1
310154,31,1
310155,31,1
310156,31,1
310157,31,1
310158,31,1
310159,31,1
310160,31,1
310161,31,1
310162,31,1
310163,31,2
310164,31,1
310165,31,1
310166,31,1
310167,31,1
310168,31,1
310169,31,1
310170,31,1
310171,31,1
310172,31,1
310173,31,1
310174,31,>2
310175,31,1
310176,31,1
310177,31,1
310178,31,1
310179,31,1
310180,31,1
310181,31,1
310182,31,1
310183,31,2
310184,31,1
310185,31,1
310186,31,2
310187,31,1
310188,31,1
310189,31,2
310190,31,1
310191,31,1
310192,31,1
310193,31,1
310194,31,1
310195,31,1
310196,31,1
310197,31,1
310198,31,1
310199,31,1
310200,31,2
310201,31,1
310202,31,1
310203,31,1
310204,31,1
310205,31,2
310206,31,1
310207,31,2
310208,31,1
310209,31,1
310210,31,1
310211,31,1
310212,31,1
310213,31,2
310214,31,2
310215,31,1
310216,31,1
310217,31,2
310218,31,1
310219,31,1
320001,32,1
320002,32,1
320003,32,1
320004,32,1
320005,32,1
320006,32,1
320007,32,1
320008,32,1
320009,32,1
320010,32,1
320011,32,1
320012,32,1
320013,32,1
320014,32,1
320015,32,1
320016,32,1
320017,32,1
320018,32,1
320019,32,1
320020,32,1
320021,32,1
320022,32,1
320023,32,1
320024,32,1
320025,32,1
320026,32,1
320027,32,1
320028,32,1
320029,32,1
320030,32,1
320031,32,1
320032,32,1
320033,32,2
320034,32,1
320035,32,1
320036,32,1
320037,32,1
320038,32,1
320039,32,1
320040,32,1
320041,32,1
320042,32,1
320043,32,1
320044,32,2
320045,32,1
320046,32,1
320047,32,1
320048,32,1
320049,32,1
320050,32,1
320051,32,1
320052,32,>2
320053,32,2
320054,32,1
320055,32,1
320056,32,1
320057,32,1
320058,32,1
320059,32,1
320060,32,1
320061,32,1
320062,32,1
320063,32,1
320064,32,1
320065,32,2
320066,32,1
320067,32,1
320068,32,1
320069,32,1
320070,32,1
320071,32,1
320072,32,1
320073,32,1
320074,32,1
320075,32,2
320076,32,1
320077,32,1
320078,32,1
320079,32,1
320080,32,1
320081,32,2
320082,32,1
320083,32,1
320084,32,1
320085,32,2
320086,32,1
320087,32,1
320088,32,1
320089,32,1
320090,32,1
320091,32,1
320092,32,1
320093,32,1
320094,32,>2
320095,32,1
320096,32,1
320097,32,1
320098,32,1
320099,32,2
320100,32,1
320101,32,1
320102,32,1
320103,32,1
320104,32,1
320105,32,1
320106,32,1
320107,32,1
320108,32,2
320109,32,1
320110,32,1
320111,32,1
320112,32,1
320113,32,2
320114,32,1
320115,32,1
320116,32,1
320117,32,1
320118,32,1
320119,32,1
320120,32,1
320121,32,1
320122,32,1
320123,32,1
320124,32,1
320125,32,1
320126,32,1
320127,32,1
320128,32,1
320129,32,1
320130,32,1
320131,32,1
320132,32,1
320133,32,1
320134,32,1
320135,32,1
320136,32,2
320137,32,1
320138,32,1
320139,32,1
320140,32,1
